name,ingredients_json,mood_labels,tags,category,instructions,glass,garnish,prep_time,difficulty,image_url,date
Frozen Mint Daiquiri,"[{""name"":""Light rum"",""measure"":""2 oz""},{""name"":""Lime juice"",""measure"":""1 tblsp""},{""name"":""Mint"",""measure"":""6""},{""name"":""Sugar"",""measure"":""1 tsp""}]","energy_light_refreshing,season_tropical","style_sour_family,serve_frozen,flavor_citrus,flavor_fruity,occ_party",cat_frozen_blended,"Blend 2 oz light rum, 1 tbsp lime juice, 6 mint leaves, and 1 tsp sugar with 1 cup of crushed ice until smooth. Pour into an old-fashioned glass and serve.",glass_rocks,mint sprig,6 minutes,Medium,https://drive.google.com/file/d/1bJOtU1onqd4gMQbXkP5ASKpb4_iVfdG9/view?usp=drivesdk,2025-09-29
Frozen Pineapple Daiquiri,"[{""name"":""Light rum"",""measure"":""1 1/2 oz""},{""name"":""Pineapple"",""measure"":""4 chunks""},{""name"":""Lime juice"",""measure"":""1 tblsp""},{""name"":""Sugar"",""measure"":""1/2 tsp""}]","season_tropical,occ_party_high_energy","style_sour_family,serve_frozen,flavor_fruity,strength_moderate,season_summer",cat_frozen_blended,"Blend 1 1/2 oz light rum, 4 chunks of pineapple, 1 tbsp lime juice, and 1/2 tsp sugar with 1 cup of crushed ice until smooth. Pour into a cocktail glass and serve.",glass_martini,pineapple wedge,6 minutes,Medium,https://drive.google.com/file/d/14ZTD3kgvk3B0oY4CErMW1xW6KMEaiiAm/view?usp=drivesdk,2025-09-29
Fruit Cooler,"[{""name"":""Apple juice"",""measure"":""1 can frozen""},{""name"":""Strawberries"",""measure"":""1 cup""},{""name"":""Sugar"",""measure"":""2 tblsp""},{""name"":""Lemon"",""measure"":""1""},{""name"":""Apple"",""measure"":""1""},{""name"":""Soda water"",""measure"":""1 L""},{""name"":""Ice"",""measure"":""""}]","energy_light_refreshing,time_aperitif","style_new_era,flavor_fruity,flavor_citrus,serve_long,occ_brunch",cat_unknown_other,"Toss strawberries with sugar and refrigerate overnight. Juice the lemon, reserving two slices, then mix the lemon juice, strawberries, apple juice, and soda water. In a highball glass filled with ice and a slice of apple, pour the mixture and add the lemon slices.",glass_highball,lemon wedge,2 minutes,Easy,https://drive.google.com/file/d/1XYGWvdOtIoE9CDmlt1ec9gA5Lo-Idiwb/view?usp=drivesdk,2025-09-29
Fruit Flip-Flop,"[{""name"":""Yoghurt"",""measure"":""1 cup""},{""name"":""Fruit juice"",""measure"":""1 cup""}]","energy_light_refreshing,time_brunchy","style_contemporary_classic,diet_dairy,texture_creamy,occ_brunch",cat_unknown_other,"Blend 1 cup of yoghurt with 1 cup of fruit juice until smooth, then pour into one tall glass, two medium glasses, or three small glasses.",glass_highball,none,2 minutes,Easy,https://drive.google.com/file/d/1DqnB-96Jw2-9MpHowkCaVu-HBbWcmaaz/view?usp=drivesdk,2025-09-29
Fruit Shake,"[{""name"":""Yoghurt"",""measure"":""1 cup fruit""},{""name"":""Banana"",""measure"":""1""},{""name"":""Orange juice"",""measure"":""4 oz frozen""},{""name"":""Fruit"",""measure"":""1/2 piece textural""},{""name"":""Ice"",""measure"":""6""}]","energy_light_refreshing,time_brunchy","style_contemporary_classic,flavor_fruity,texture_creamy,serve_frozen,occ_brunch",cat_unknown_other,"Blend 1 cup of yoghurt, 1 banana, 4 oz of frozen orange juice, 1/2 piece of textural fruit, and 6 ice cubes until smooth. Pour into a highball glass.",glass_highball,none,1 minute,Easy,https://drive.google.com/file/d/14U6YwT69XKerDzUuoUW-KWVCsYuLUCzR/view?usp=drivesdk,2025-09-29
Funk and Soul,"[{""name"":""Rum"",""measure"":""2 shots""},{""name"":""Apricot Nectar"",""measure"":""1 shot""},{""name"":""Pomegranate juice"",""measure"":""1 shot""},{""name"":""lemon"",""measure"":""Juice of 1/2""},{""name"":""Soda Water"",""measure"":""Top""}]","energy_light_refreshing,time_aperitif","style_new_era,flavor_fruity,serve_long,strength_moderate,occ_party",cat_highball_long,"Combine 2 shots of rum, 1 shot of apricot nectar, 1 shot of pomegranate juice, and the juice of half a lemon in a shaker with ice, then strain into a Collins glass and top with soda water.",glass_collins,none,3 minutes,Medium,https://drive.google.com/file/d/1WNHTqneIogJyF9OuP7Eal1oKC5gi0MLa/view?usp=drivesdk,2025-09-29
Fuzzy Asshole,"[{""name"":""Coffee"",""measure"":""1/2""},{""name"":""Peach schnapps"",""measure"":""1/2""}]","intent_espresso_kick,time_nightcap","flavor_coffee,flavor_fruity,strength_moderate,style_shot",cat_coffee_tea,"Fill a coffee mug halfway with hot coffee, then add an equal amount of Peach Schnapps. Stir gently and enjoy while hot.",glass_coffee_mug,none,2 minutes,Easy,https://drive.google.com/file/d/1NtHykHeBqq1C_fFL22oBXs0xfcnbxOT3/view?usp=drivesdk,2025-09-29
Fuzzy Navel,"[{""name"":""Peach Schnapps"",""measure"":""""},{""name"":""Orange Juice"",""measure"":""""},{""name"":""Ice"",""measure"":""""}]","energy_light_refreshing,energy_bright_uplifting","style_contemporary_classic,flavor_fruity,serve_on_rocks,occ_brunch",cat_soft_zero_proof,"Fill a glass with ice, then combine equal parts Peach Schnapps and Orange Juice, stirring gently to mix.",glass_coffee_mug,none,2 minutes,Easy,https://drive.google.com/file/d/1Bt0poiiTgqoljiZOCcnnefmGFARCX7rh/view?usp=drivesdk,2025-09-29
Gagliardo,"[{""name"":""Peach Vodka"",""measure"":""5 parts""},{""name"":""Lemon juice"",""measure"":""3 parts""},{""name"":""Galliano"",""measure"":""1 part""},{""name"":""Sirup of roses"",""measure"":""1 part""}]","energy_light_refreshing,time_aperitif","style_contemporary_classic,flavor_citrus,flavor_fruity,strength_moderate,serve_up",cat_short_shaken_citrus,"Combine 5 parts peach vodka, 3 parts lemon juice, 1 part Galliano, and 1 part rose syrup in a shaker with ice. Shake well and fine strain into a chilled cocktail glass.",glass_martini,none,3 minutes,Medium,https://drive.google.com/file/d/18LvycSYCbcu2Qv59NoyUZ7W-lJl3m6sL/view?usp=drivesdk,2025-09-29
Galack Colada,"[{""name"":""Ice cubes"",""measure"":""""},{""name"":""Galack"",""measure"":""""},{""name"":""Pineapple juice"",""measure"":""""},{""name"":""Rum"",""measure"":""""},{""name"":""Coconut milk"",""measure"":""""},{""name"":""Malibu"",""measure"":""""},{""name"":""sweetened condensed milk"",""measure"":""""}]","season_tropical,season_tiki,occ_party_high_energy","style_tiki,flavor_fruity,texture_creamy,serve_frozen,season_summer",cat_tiki_tropical,"Blend ice cubes, Galack, pineapple juice, rum, coconut milk, Malibu, and sweetened condensed milk until smooth, then serve in a chilled glass.",glass_coffee_mug,none,6 minutes,Medium,https://drive.google.com/file/d/1XpT2ZiWdMc0D_0pbSaAngyeGc6f1nEaS/view?usp=drivesdk,2025-09-29
Galaxie Cocktail,"[{""name"":""Lemon and lime juice"",""measure"":""""},{""name"":""Sugar syrup"",""measure"":""""},{""name"":""Triple sec"",""measure"":""""},{""name"":""Butterfly pea infused tequila"",""measure"":""""},{""name"":""Crushed lemon and magic ice"",""measure"":""""}]","energy_light_refreshing,energy_bright_uplifting","style_contemporary_classic,flavor_citrus,serve_frozen",cat_short_shaken_citrus,"Combine lemon and lime juice, sugar syrup, triple sec, and butterfly pea infused tequila in a shaker with crushed lemon and magic ice. Shake well and strain into a chilled glass.",glass_coffee_mug,none,4 minutes,Medium,https://drive.google.com/file/d/1yZpNr-o22RIEcvYGwwC15CQRVKC19pWD/view?usp=drivesdk,2025-09-29
Gazpacho,"[{""name"":""tomatoes"",""measure"":""""},{""name"":""pepper"",""measure"":""""},{""name"":""garlic"",""measure"":""""},{""name"":""olive oil"",""measure"":""""},{""name"":""vinegar"",""measure"":""""},{""name"":""water"",""measure"":""""}]","energy_light_refreshing,time_aperitif","flavor_savory,style_punch,occ_party",cat_soft_zero_proof,"Blend tomatoes, pepper, garlic, olive oil, vinegar, and water until smooth; chill before serving.",glass_coffee_mug,none,1 minute,Easy,https://drive.google.com/file/d/1x0PHayoyVnlq-4OXHWWVlJ9gYSFhYnfU/view?usp=drivesdk,2025-09-29
GG,"[{""name"":""Galliano"",""measure"":""2 1/2 shots""},{""name"":""Ginger ale"",""measure"":""""},{""name"":""Ice"",""measure"":""""}]","energy_light_refreshing,time_aperitif","style_contemporary_classic,flavor_sweet,serve_long",cat_highball_long,"Fill a Collins glass with ice, pour in 2 1/2 shots of Galliano, then top with ginger ale.",glass_collins,none,2 minutes,Easy,https://drive.google.com/file/d/1jWSv4tESL62TsaT6FKHKhA6M8tYbbeiC/view?usp=drivesdk,2025-09-29
Gibson,"[{""name"":""Gin"",""measure"":""""},{""name"":""Dry Vermouth"",""measure"":""""},{""name"":""Pickled onion"",""measure"":""""}]","energy_bold_spirit_forward,time_aperitif","style_classic,flavor_savory,serve_up",cat_short_spirit_forward,"Combine gin and dry vermouth in a mixing glass with ice, stir until well chilled, then strain into a chilled coupe. Garnish with a pickled onion.",glass_coffee_mug,cocktail onion,2 minutes,Easy,https://drive.google.com/file/d/19B8cwKY30f51eojYkhjOF8gs9Kp3r5H9/view?usp=drivesdk,2025-09-29
Gimlet,"[{""name"":""Gin"",""measure"":""2 1/2 oz""},{""name"":""Lime Juice"",""measure"":""1/2 oz""},{""name"":""Sugar Syrup"",""measure"":""1/2 oz""},{""name"":""Lime"",""measure"":""1""}]","energy_light_refreshing,time_aperitif","style_classic,flavor_citrus,strength_moderate,serve_up",cat_short_shaken_citrus,"Combine 2 1/2 oz gin, 1/2 oz lime juice, and 1/2 oz sugar syrup in a shaker with ice. Shake well and fine strain into a chilled martini glass, garnishing with a lime wheel.",glass_martini,lime wheel,3 minutes,Medium,https://drive.google.com/file/d/1UIvW5HxrhsrmMSa-tgsODDlLKZ41mAdK/view?usp=drivesdk,2025-09-29
Gin & Tonic,"[{""name"":""Gin"",""measure"":""""},{""name"":""Tonic water"",""measure"":""""},{""name"":""Lemon"",""measure"":""""},{""name"":""Fresh cucumber"",""measure"":""""}]","energy_light_refreshing,time_aperitif","style_classic,flavor_citrus,serve_long",cat_highball_long,"Fill a glass with ice, add gin, top with tonic water, and stir gently. Garnish with a slice of lemon and fresh cucumber.",glass_coffee_mug,lime wedge + cucumber ribbon,2 minutes,Easy,https://drive.google.com/file/d/1ulqBa-MHbLAfdvgk6ZILRLef_gLW0EvV/view?usp=drivesdk,2025-09-29
Gin and Soda,"[{""name"":""Gin"",""measure"":""2 oz""},{""name"":""Soda Water"",""measure"":""5 oz""},{""name"":""Lime"",""measure"":""1/4""}]","energy_light_refreshing,time_aperitif","style_classic,flavor_citrus,serve_long",cat_highball_long,"Fill a highball glass with ice, then add 2 oz of gin and 5 oz of soda water; stir well and garnish with a wedge of lime.",glass_highball,lime wedge,2 minutes,Easy,https://drive.google.com/file/d/1oF6pm1QDyDwO3tSBa4NGhVF0oCwSiVcE/view?usp=drivesdk,2025-09-29
Gin Coke,"[{""name"":""Gin"",""measure"":""""},{""name"":""Coke"",""measure"":""""},{""name"":""Lime juice"",""measure"":""""}]","energy_light_refreshing,time_aperitif","style_contemporary_classic,flavor_citrus,strength_moderate,serve_long",cat_highball_long,"Combine gin, Coke, and lime juice in a glass filled with ice, then stir gently to mix.",glass_coffee_mug,lime wedge,2 minutes,Easy,https://drive.google.com/file/d/1uKt_DnvBtNCAeQcZQb9NeyLUa7LKahKs/view?usp=drivesdk,2025-09-29
Gin Cooler,"[{""name"":""Gin"",""measure"":""2 oz""},{""name"":""Carbonated water"",""measure"":""""},{""name"":""Powdered sugar"",""measure"":""""},{""name"":""Orange spiral"",""measure"":""""},{""name"":""Lemon peel"",""measure"":""""}]","energy_light_refreshing,time_aperitif","style_contemporary_classic,flavor_citrus,serve_long",cat_highball_long,"In a Collins glass, stir powdered sugar with 2 oz. of carbonated water. Fill the glass with ice, add gin, then top with more carbonated water and stir gently. Garnish with lemon peel and an orange spiral, letting the end of the spiral dangle over the rim.",glass_collins,none,3 minutes,Easy,https://drive.google.com/file/d/15RxEdUwDNZKtUmRIuqVVfQtwe8nGjdxN/view?usp=drivesdk,2025-09-29
Gin Daisy,"[{""name"":""Gin"",""measure"":""2 oz""},{""name"":""Lemon juice"",""measure"":""1 oz""},{""name"":""Sugar"",""measure"":""1/2 tsp superfine""},{""name"":""Grenadine"",""measure"":""1/2 tsp""},{""name"":""Maraschino cherry"",""measure"":""1""},{""name"":""Orange"",""measure"":""1""}]","energy_bright_uplifting,time_aperitif","style_classic,style_sour_family,flavor_citrus,flavor_sweet,serve_up",cat_short_shaken_citrus,"Combine 2 oz gin, 1 oz lemon juice, 1/2 tsp superfine sugar, and 1/2 tsp grenadine in a shaker with ice, then shake well. Strain into an old-fashioned glass and garnish with a maraschino cherry and an orange slice.",glass_rocks,maraschino cherry,3 minutes,Medium,https://drive.google.com/file/d/1JIVgbFYob9X39Zyz18X2KqgcRCBmAb_9/view?usp=drivesdk,2025-09-29
Gin Elderflower Fizz,"[{""name"":""Gin"",""measure"":""""},{""name"":""Elderflower liqueur"",""measure"":""""},{""name"":""lime"",""measure"":""""},{""name"":""Simple syrup"",""measure"":""""},{""name"":""Club soda or sparkling water"",""measure"":""""}]","energy_light_refreshing,time_aperitif","style_contemporary_classic,flavor_citrus,serve_bubbly,strength_moderate",cat_highball_long,"Combine gin, elderflower liqueur, fresh lime juice, and simple syrup in a shaker with ice, then strain into a glass filled with ice and top with club soda or sparkling water.",glass_coffee_mug,lime wheel,4 minutes,Medium,https://drive.google.com/file/d/1masz8PhI4SHg4m_-XMtcGb0u_k-ujwoN/view?usp=drivesdk,2025-09-29
Gin Fizz,"[{""name"":""Gin"",""measure"":""2 oz""},{""name"":""Lemon"",""measure"":""Juice of 1/2""},{""name"":""Powdered sugar"",""measure"":""1 tsp""},{""name"":""Carbonated water"",""measure"":""""}]","energy_light_refreshing,time_aperitif","style_classic,style_sour_family,flavor_citrus,serve_bubbly",cat_highball_long,"Shake gin, lemon juice, and powdered sugar with ice, then strain into a highball glass. Top with carbonated water and garnish with a lemon slice.",glass_highball,lemon wheel,3 minutes,Medium,https://drive.google.com/file/d/1ar7UXpjYYjRw9496cdgaWGy_ZqhS2U84/view?usp=drivesdk,2025-09-29
Gin Fizz with Pomegranate,"[{""name"":""Gin"",""measure"":""""},{""name"":""Club soda"",""measure"":""""},{""name"":""Lemon"",""measure"":""""},{""name"":""Sugar"",""measure"":""""},{""name"":""Pomergranate"",""measure"":""""},{""name"":""Fresh rosemary"",""measure"":""""},{""name"":""Ice cubes"",""measure"":""""}]","energy_light_refreshing,time_aperitif","style_classic,flavor_citrus,flavor_fruity,serve_bubbly,tech_shaken",cat_highball_long,"Muddle pomegranate and sugar in a shaker, then add gin, lemon juice, and ice; shake well. Fine strain into a glass and top with club soda. Garnish with fresh rosemary.",glass_coffee_mug,rosemary sprig,5 minutes,Medium,https://drive.google.com/file/d/1oMFPjyWwNcOGUEdo2YpacrtaPH-0rfAA/view?usp=drivesdk,2025-09-29
Gin Lemon,"[{""name"":""Gin"",""measure"":""6 cl""},{""name"":""Lemon Juice"",""measure"":""8 cl""},{""name"":""Lemon Peel"",""measure"":""1 Slice""},{""name"":""Ice"",""measure"":""cubes""}]","energy_light_refreshing,time_aperitif","style_classic,flavor_citrus,serve_on_rocks",cat_short_shaken_citrus,"Fill a highball glass with ice, then pour in 6 cl of gin and 8 cl of lemon juice. Gently mix and garnish with a slice of lemon.",glass_highball,lemon twist,2 minutes,Easy,https://drive.google.com/file/d/1VpuMaTuJi8cC0bIsnwxociPpSxAN_wfg/view?usp=drivesdk,2025-09-29
Gin Rickey,"[{""name"":""Gin"",""measure"":""2 oz""},{""name"":""Grenadine"",""measure"":""1 tsp""},{""name"":""lemon"",""measure"":""Juice of 1/2""},{""name"":""Soda Water"",""measure"":""Top up with""},{""name"":""Lime"",""measure"":""Garnish""}]","energy_light_refreshing,time_aperitif","style_classic,flavor_citrus,serve_long",cat_highball_long,"Fill a highball glass with ice, then combine gin and grenadine and pour over the ice. Squeeze in the juice of half a lemon and top with soda water, garnishing with lime.",glass_highball,lime wedge,2 minutes,Easy,https://drive.google.com/file/d/1flznw6zz0tGRwdn89t68_FcUL9WWaz41/view?usp=drivesdk,2025-09-29
Gin Sling,"[{""name"":""Gin"",""measure"":""2 oz""},{""name"":""Lemon"",""measure"":""Juice of 1/2""},{""name"":""Powdered sugar"",""measure"":""1 tsp""},{""name"":""Water"",""measure"":""1 tsp""},{""name"":""Orange peel"",""measure"":""Twist of""}]","energy_light_refreshing,time_aperitif","style_classic,flavor_citrus,strength_moderate",cat_highball_long,"Dissolve powdered sugar in water and lemon juice, then mix in gin. Pour over ice in an old-fashioned glass, garnish with an orange peel twist, and serve.",glass_rocks,orange twist,3 minutes,Easy,https://drive.google.com/file/d/1DQg4N0g0NEcqo2xdtL7FMUoBi6k-Kjr4/view?usp=drivesdk,2025-09-29
Gin Smash,"[{""name"":""Gin"",""measure"":""2 oz""},{""name"":""Carbonated water"",""measure"":""1 oz""},{""name"":""Sugar"",""measure"":""1 cube""},{""name"":""Mint"",""measure"":""4""},{""name"":""Orange"",""measure"":""1 slice""},{""name"":""Cherry"",""measure"":""1""}]","energy_light_refreshing,time_aperitif","style_contemporary_classic,flavor_citrus,flavor_fruity,serve_on_rocks,strength_moderate",cat_smash_julep_swizzle,"Muddle a sugar cube with carbonated water and mint sprigs in an old-fashioned glass. Add gin and one ice cube, then stir gently. Garnish with an orange slice and a cherry before serving.",glass_rocks,orange slice + mint sprig,3 minutes,Medium,https://drive.google.com/file/d/153muZLy4vVRfxvIn9fAlzUJGITrGFF-l/view?usp=drivesdk,2025-09-29
Gin Sour,"[{""name"":""Gin"",""measure"":""2 oz""},{""name"":""Lemon juice"",""measure"":""1 oz""},{""name"":""Sugar"",""measure"":""1/2 tsp superfine""},{""name"":""Orange"",""measure"":""1""},{""name"":""Maraschino cherry"",""measure"":""1""}]","energy_light_refreshing,time_aperitif","style_classic,style_sour_family,flavor_citrus,strength_moderate",cat_short_shaken_citrus,"Combine 2 oz gin, 1 oz lemon juice, and 1/2 tsp superfine sugar in a shaker with ice, shake well, and strain into a whiskey sour glass. Garnish with an orange slice and a maraschino cherry.",glass_rocks,none,3 minutes,Medium,https://drive.google.com/file/d/1rEh2hvnAnqFvNP-1ZpT6MQae7z9Fj8-P/view?usp=drivesdk,2025-09-29
Gin Squirt,"[{""name"":""Gin"",""measure"":""1 1/2 oz""},{""name"":""Grenadine"",""measure"":""1 tsp""},{""name"":""Powdered sugar"",""measure"":""1 tblsp""},{""name"":""Pineapple"",""measure"":""3 chunks""},{""name"":""Strawberries"",""measure"":""2""},{""name"":""Carbonated water"",""measure"":""""}]","energy_light_refreshing,time_aperitif","style_new_era,flavor_fruity,serve_bubbly,occ_brunch",cat_highball_long,"Stir together gin, grenadine, and powdered sugar with ice, then strain into a highball glass filled with ice. Top with carbonated water and gently stir. Garnish with pineapple chunks and strawberries.",glass_highball,none,4 minutes,Medium,https://drive.google.com/file/d/1LGOmFRJmkypcDelLx1oC12RRuwNRKtvQ/view?usp=drivesdk,2025-09-29
Gin Swizzle,"[{""name"":""Lime juice"",""measure"":""1 1/2 oz""},{""name"":""Sugar"",""measure"":""1 tsp superfine""},{""name"":""Gin"",""measure"":""2 oz""},{""name"":""Bitters"",""measure"":""1 dash""},{""name"":""Club soda"",""measure"":""3 oz""}]","energy_light_refreshing,time_aperitif","style_sour_family,style_highball,flavor_citrus,strength_moderate,serve_long",cat_smash_julep_swizzle,"Combine lime juice, superfine sugar, gin, and bitters in a shaker with ice, then shake well. Fill a highball glass with ice, stir until frosted, and strain the mixture into the glass. Top with club soda.",glass_highball,none,4 minutes,Medium,https://drive.google.com/file/d/1SDxPnfn90Qt_5l2f61xk5J_XfO7P_gt5/view?usp=drivesdk,2025-09-29
Gin Toddy,"[{""name"":""Gin"",""measure"":""2 oz""},{""name"":""Water"",""measure"":""2 tsp""},{""name"":""Powdered sugar"",""measure"":""1/2 tsp""},{""name"":""Lemon peel"",""measure"":""1 twist of""}]","energy_cozy_warming,time_nightcap","style_classic,flavor_citrus,strength_moderate,serve_hot,occ_brunch",cat_hot,"In an old-fashioned glass, mix powdered sugar with water until dissolved, then add gin and one ice cube. Stir gently, garnish with a twist of lemon peel, and serve.",glass_rocks,lemon twist,3 minutes,Easy,https://drive.google.com/file/d/1TtYkjhiaTzxfhPvTvdB4L9hbJ10J-s9z/view?usp=drivesdk,2025-09-29
Gin Tonic,"[{""name"":""Gin"",""measure"":""4 cl""},{""name"":""Tonic Water"",""measure"":""10 cl""},{""name"":""Lemon Peel"",""measure"":""1 Slice""},{""name"":""Ice"",""measure"":""cubes""}]","energy_light_refreshing,time_aperitif","style_contemporary_classic,flavor_citrus,serve_on_rocks",cat_highball_long,"Fill a highball glass with ice, add gin, top with tonic water, and squeeze in a lemon wedge before garnishing with it.",glass_highball,lemon twist,2 minutes,Easy,https://drive.google.com/file/d/1qar5WcWXMQ6pr6-IH_o4x6MVx2qjeX1l/view?usp=drivesdk,2025-09-29
Gin Tonica,"[{""name"":""Gin"",""measure"":""""},{""name"":""Tonic Water"",""measure"":""""},{""name"":""Lime"",""measure"":""""},{""name"":""Grapefruit"",""measure"":""""},{""name"":""Rosemary"",""measure"":""""},{""name"":""Juniper Berries"",""measure"":""""},{""name"":""Strawberry"",""measure"":""""}]","energy_light_refreshing,time_aperitif","style_contemporary_classic,flavor_citrus,serve_long",cat_highball_long,"In a tall glass filled with ice, combine gin and tonic water. Squeeze in lime juice and add grapefruit slices, rosemary, juniper berries, and strawberries for garnish.",glass_coffee_mug,lime wedge + rosemary sprig,2 minutes,Easy,https://drive.google.com/file/d/1HbHD1tY26WzejSLjabuHRfFsUIvj4uCQ/view?usp=drivesdk,2025-09-29
Ginger Infused Water,"[{""name"":""Ginger"",""measure"":""""},{""name"":""Cinnamon"",""measure"":""""},{""name"":""Water"",""measure"":""""}]","energy_light_refreshing,time_day_sipper","flavor_spicy,flavor_fruity,serve_long",cat_soft_zero_proof,"Infuse sliced ginger and a pinch of cinnamon in water for several hours, then strain into a glass filled with ice.",glass_coffee_mug,none,1 minute,Easy,https://drive.google.com/file/d/1HmK-W52BTWLAPS_8FlaadsWuVNUZhwUh/view?usp=drivesdk,2025-09-29
Ginger Lemon Tea,"[{""name"":""Ginger root"",""measure"":""""},{""name"":""Water"",""measure"":""""},{""name"":""Fresh lime juice"",""measure"":""""},{""name"":""Honey"",""measure"":""""}]","energy_light_refreshing,time_aperitif","style_new_era,flavor_citrus,flavor_sweet,serve_hot,occ_brunch",cat_coffee_tea,"Boil water with sliced ginger root, then steep for 10 minutes. Strain into a cup, add fresh lime juice and honey, stirring until dissolved.",glass_coffee_mug,none,2 minutes,Easy,https://drive.google.com/file/d/12jwq3oG4m4XkIH_u6dOYoNEbHYmddcU-/view?usp=drivesdk,2025-09-29
Ginger Lime Whiskey Sour,"[{""name"":""whiskey"",""measure"":""""},{""name"":""juice of 1 lime"",""measure"":""""},{""name"":""water"",""measure"":""""},{""name"":""granulated sugar"",""measure"":""""},{""name"":""fresh ginger"",""measure"":""""},{""name"":""egg white (optional)"",""measure"":""""}]","energy_light_refreshing,time_aperitif","style_sour_family,style_classic,flavor_citrus,diet_egg,strength_moderate",cat_short_shaken_citrus,"Muddle fresh ginger with granulated sugar and lime juice in a shaker, then add whiskey and water. If using, include egg white for texture, shake well, and fine strain into a chilled glass.",glass_coffee_mug,lime wheel,5 minutes,Medium,https://drive.google.com/file/d/1A1VpW41zSWjSj7WHIRfivtNRgfgsTE0s/view?usp=drivesdk,2025-09-29
Ginger Milk Tea,"[{""name"":""hot water"",""measure"":""""},{""name"":""teabag of black tea"",""measure"":""""},{""name"":""fresh milk"",""measure"":""""},{""name"":""fresh ginger, peeled and bruised"",""measure"":""""},{""name"":""lemongrass, chopped and bruised"",""measure"":""""},{""name"":""sugar"",""measure"":""""},{""name"":""water"",""measure"":""""}]","energy_cozy_warming,season_winter","style_contemporary_classic,flavor_savory,diet_dairy,serve_hot,occ_brunch",cat_coffee_tea,"Steep a teabag of black tea in hot water, then add fresh ginger and lemongrass, allowing it to infuse. Remove the tea bag, stir in sugar and fresh milk, and serve hot.",glass_coffee_mug,none,2 minutes,Easy,https://drive.google.com/file/d/181UEQSKVfI9KvfD5V2ReROKppWzEBZ-h/view?usp=drivesdk,2025-09-29
Ginger Mint Tea,"[{""name"":""fresh ginger"",""measure"":""""},{""name"":""Mint"",""measure"":""""},{""name"":""boiled water"",""measure"":""""}]","energy_relaxed,time_aperitif","style_new_era,flavor_fruity,serve_hot",cat_coffee_tea,"Muddle fresh ginger and mint in a heatproof vessel, then pour in boiled water and steep for a few minutes before serving hot.",glass_coffee_mug,mint sprig,2 minutes,Easy,https://drive.google.com/file/d/1qrEF4Wo6kPynceFme4Vtkxy2repkaf_T/view?usp=drivesdk,2025-09-29
Gingerbread Eggnog,"[{""name"":""cinnamon sugar"",""measure"":""""},{""name"":""eggnog"",""measure"":""""},{""name"":""vodka"",""measure"":""""},{""name"":""Kahlúa"",""measure"":""""},{""name"":""molasses"",""measure"":""""},{""name"":""ground ginger"",""measure"":""""},{""name"":""whipped cream, for topping"",""measure"":""""},{""name"":""ice"",""measure"":""""}]","energy_cozy_warming,intent_dessert","style_classic,diet_dairy,occ_brunch,season_winter,holiday_christmas",cat_milk_egg_cream,"Rim a glass with cinnamon sugar, then combine eggnog, vodka, Kahlúa, molasses, and ground ginger in a shaker with ice. Shake well and strain into the prepared glass, topping with whipped cream.",glass_coffee_mug,none,5 minutes,Medium,https://drive.google.com/file/d/1XfrLDRMqqJTKkOv6BUFu5ayyHIvM1IjT/view?usp=drivesdk,2025-09-29
Gingerbread latte,"[{""name"":""ground ginger, plus extra to serve"",""measure"":""""},{""name"":""cinnamon"",""measure"":""""},{""name"":""ground nutmeg plus extra to serve"",""measure"":""""},{""name"":""soft brown sugar"",""measure"":""""},{""name"":""vanilla extract"",""measure"":""""},{""name"":""whole milk"",""measure"":""""},{""name"":""hot espresso (optional)"",""measure"":""""},{""name"":""whipped cream and mini gingerbread men, to serve"",""measure"":""""}]","intent_dessert,energy_cozy_warming","style_contemporary_classic,flavor_spicy,diet_dairy,texture_creamy,occ_brunch",cat_coffee_tea,"In a saucepan, combine whole milk, ground ginger, cinnamon, ground nutmeg, soft brown sugar, and vanilla extract, heating gently until warm. If desired, stir in hot espresso, then pour into a mug and top with whipped cream, garnishing with extra spices and mini gingerbread men.",glass_coffee_mug,none,2 minutes,Easy,https://drive.google.com/file/d/1iN7uM_QbEkK7bW4yOOCytutTdabsksVu/view?usp=drivesdk,2025-09-29
Glögg,"[{""name"":""red wine"",""measure"":""""},{""name"":""vodka"",""measure"":""""},{""name"":""sugar"",""measure"":""""},{""name"":""orange zest"",""measure"":""""},{""name"":""cardamom pods"",""measure"":""""},{""name"":""ginger (sliced)"",""measure"":""""},{""name"":""cloves"",""measure"":""""},{""name"":""cinnamon"",""measure"":""""},{""name"":""Garnish: orange slices"",""measure"":""""},{""name"":""Garnish: almonds (blanched and slivered)"",""measure"":""""},{""name"":""Garnish: raisins"",""measure"":""""}]","energy_cozy_warming,season_winter","style_classic,flavor_spicy,flavor_fruity,season_winter,holiday_christmas",cat_hot,"Combine red wine, vodka, sugar, orange zest, cardamom pods, sliced ginger, cloves, and cinnamon in a pot; heat gently to infuse flavors without boiling. Serve warm, garnished with orange slices, slivered almonds, and raisins.",glass_coffee_mug,orange slice + none,2 minutes,Easy,https://drive.google.com/file/d/1PXvl_vMmWVMwgQVmU1hUzHAlYCWqK1Rw/view?usp=drivesdk,2025-09-29
